Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start2 (bp)	end2 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
ENSG00000254959	H_7	30752137	30892081	-15	human	30752137	30892081	GO:0016740	transferase activity
ENSG00000254959	H_7	30752137	30892081	-15	human	30752137	30892081	GO:0003824	catalytic activity
ENSG00000254959	H_7	30752137	30892081	-15	human	30752137	30892081	GO:0016740	transferase activity
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0003723	RNA binding
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0003824	catalytic activity
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0016853	isomerase activity
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0016071	mRNA metabolic process
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0042254	ribosome biogenesis
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0003723	RNA binding
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0003824	catalytic activity
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0016853	isomerase activity
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0016071	mRNA metabolic process
ENSG00000166133	H_15	40569299	40574949	-14	human	40569299	40574949	GO:0042254	ribosome biogenesis
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0023052	signaling
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0005886	plasma membrane
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0005576	extracellular region
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0048856	anatomical structure development
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0030154	cell differentiation
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0003824	catalytic activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0016740	transferase activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0140096	catalytic activity, acting on a protein
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0060089	molecular transducer activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0023052	signaling
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0005886	plasma membrane
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0005576	extracellular region
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0048856	anatomical structure development
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0030154	cell differentiation
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0003824	catalytic activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0016740	transferase activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0140096	catalytic activity, acting on a protein
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0060089	molecular transducer activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0023052	signaling
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0005886	plasma membrane
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0005576	extracellular region
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0048856	anatomical structure development
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0030154	cell differentiation
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0003824	catalytic activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0016740	transferase activity
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0140096	catalytic activity, acting on a protein
ENSG00000243364	H_1	155063737	155069553	-20	human	155063737	155069553	GO:0060089	molecular transducer activity
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0003824	catalytic activity
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0016740	transferase activity
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0006520	cellular amino acid metabolic process
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0043226	organelle
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0005739	mitochondrion
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0071941	nitrogen cycle metabolic process
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0006520	cellular amino acid metabolic process
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0003824	catalytic activity
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0016740	transferase activity
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0043226	organelle
ENSG00000161653	H_17	44004622	44009068	-14	human	44004622	44009068	GO:0005739	mitochondrion
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0003824	catalytic activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140097	catalytic activity, acting on DNA
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140657	ATP-dependent activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0006281	DNA repair
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0032200	telomere organization
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0043226	organelle
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005634	nucleus
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0016787	hydrolase activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005739	mitochondrion
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0003677	DNA binding
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0006310	DNA recombination
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005654	nucleoplasm
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0007005	mitochondrion organization
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0098772	molecular function regulator activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140098	catalytic activity, acting on RNA
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005694	chromosome
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0003824	catalytic activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140097	catalytic activity, acting on DNA
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140657	ATP-dependent activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0006281	DNA repair
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0032200	telomere organization
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0043226	organelle
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005634	nucleus
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0016787	hydrolase activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005739	mitochondrion
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0003677	DNA binding
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0006310	DNA recombination
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005654	nucleoplasm
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0007005	mitochondrion organization
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0098772	molecular function regulator activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140098	catalytic activity, acting on RNA
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005694	chromosome
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0003824	catalytic activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140097	catalytic activity, acting on DNA
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140657	ATP-dependent activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0006281	DNA repair
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0032200	telomere organization
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0043226	organelle
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005634	nucleus
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0016787	hydrolase activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005739	mitochondrion
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0003677	DNA binding
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0006310	DNA recombination
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005654	nucleoplasm
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0007005	mitochondrion organization
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0098772	molecular function regulator activity
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0140098	catalytic activity, acting on RNA
ENSG00000140451	H_15	64815632	64825668	-26	human	64815632	64825668	GO:0005694	chromosome
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0043226	organelle
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0005634	nucleus
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0005654	nucleoplasm
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0005730	nucleolus
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0003824	catalytic activity
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0016787	hydrolase activity
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0140098	catalytic activity, acting on RNA
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0003723	RNA binding
ENSG00000132773	H_1	45340052	45343973	-14	human	45340052	45343973	GO:0016073	snRNA metabolic process
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0016192	vesicle-mediated transport
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0031410	cytoplasmic vesicle
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0043226	organelle
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005768	endosome
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005773	vacuole
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005764	lysosome
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0006886	intracellular protein transport
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0036211	protein modification process
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0030198	extracellular matrix organization
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0002376	immune system process
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0048856	anatomical structure development
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0030154	cell differentiation
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0007155	cell adhesion
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0042060	wound healing
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005829	cytosol
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005794	Golgi apparatus
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0061024	membrane organization
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0007040	lysosome organization
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0016192	vesicle-mediated transport
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0043226	organelle
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005773	vacuole
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005764	lysosome
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0031410	cytoplasmic vesicle
ENSG00000184056	H_15	90998673	91022603	-20	human	90998673	91022603	GO:0005768	endosome
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0043226	organelle
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005634	nucleus
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006351	DNA-templated transcription
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006355	regulation of DNA-templated transcription
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0003677	DNA binding
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0043226	organelle
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005634	nucleus
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006351	DNA-templated transcription
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006355	regulation of DNA-templated transcription
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0003677	DNA binding
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0140110	transcription regulator activity
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0048856	anatomical structure development
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0030154	cell differentiation
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0023052	signaling
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0012501	programmed cell death
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0022414	reproductive process
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005929	cilium
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005856	cytoskeleton
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005654	nucleoplasm
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0043226	organelle
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005634	nucleus
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006351	DNA-templated transcription
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006355	regulation of DNA-templated transcription
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0003677	DNA binding
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005654	nucleoplasm
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005730	nucleolus
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005929	cilium
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0140110	transcription regulator activity
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0048856	anatomical structure development
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0030154	cell differentiation
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0023052	signaling
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0005829	cytosol
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0006260	DNA replication
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0002376	immune system process
ENSG00000074047	H_2	120735623	120992653	-23	human	120735623	120992653	GO:0007155	cell adhesion
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0043226	organelle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005856	cytoskeleton
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0043226	organelle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005856	cytoskeleton
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0043226	organelle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005856	cytoskeleton
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0043226	organelle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005856	cytoskeleton
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005829	cytosol
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0008092	cytoskeletal protein binding
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0007010	cytoskeleton organization
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0000278	mitotic cell cycle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0048856	anatomical structure development
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0030154	cell differentiation
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0043226	organelle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005856	cytoskeleton
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005829	cytosol
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0008092	cytoskeletal protein binding
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0007010	cytoskeleton organization
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0000278	mitotic cell cycle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0002376	immune system process
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0048856	anatomical structure development
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0030154	cell differentiation
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0043226	organelle
ENSG00000066629	H_14	99737693	99942060	-23	human	99737693	99942060	GO:0005856	cytoskeleton
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0043226	organelle
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005856	cytoskeleton
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005829	cytosol
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005815	microtubule organizing center
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0008092	cytoskeletal protein binding
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0007010	cytoskeleton organization
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0065003	protein-containing complex assembly
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0007010	cytoskeleton organization
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0065003	protein-containing complex assembly
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0008092	cytoskeletal protein binding
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0043226	organelle
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005856	cytoskeleton
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005815	microtubule organizing center
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005829	cytosol
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0000278	mitotic cell cycle
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0022414	reproductive process
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0007010	cytoskeleton organization
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0065003	protein-containing complex assembly
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0008092	cytoskeletal protein binding
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0043226	organelle
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005856	cytoskeleton
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005815	microtubule organizing center
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005829	cytosol
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0000278	mitotic cell cycle
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0022414	reproductive process
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0007010	cytoskeleton organization
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0065003	protein-containing complex assembly
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0008092	cytoskeletal protein binding
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0043226	organelle
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005856	cytoskeleton
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005815	microtubule organizing center
ENSG00000275835	H_15	22983192	23039572	-24	human	22983192	23039572	GO:0005829	cytosol
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0043226	organelle
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0005634	nucleus
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0003824	catalytic activity
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0016787	hydrolase activity
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0140096	catalytic activity, acting on a protein
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0012501	programmed cell death
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0007059	chromosome segregation
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0005856	cytoskeleton
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0005815	microtubule organizing center
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0005829	cytosol
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0000278	mitotic cell cycle
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0140014	mitotic nuclear division
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0000910	cytokinesis
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0007010	cytoskeleton organization
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0022414	reproductive process
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0140013	meiotic nuclear division
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0043226	organelle
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0005634	nucleus
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0003824	catalytic activity
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0016787	hydrolase activity
ENSG00000135476	H_12	53268299	53293638	-15	human	53268299	53293638	GO:0140096	catalytic activity, acting on a protein
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006351	DNA-templated transcription
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006355	regulation of DNA-templated transcription
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0140110	transcription regulator activity
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0043226	organelle
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005634	nucleus
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005654	nucleoplasm
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005730	nucleolus
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005694	chromosome
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0098772	molecular function regulator activity
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0048870	cell motility
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0023052	signaling
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0000228	nuclear chromosome
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0048856	anatomical structure development
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0030154	cell differentiation
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0098542	defense response to other organism
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0002376	immune system process
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0003677	DNA binding
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0003723	RNA binding
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006260	DNA replication
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0000278	mitotic cell cycle
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006325	chromatin organization
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0012501	programmed cell death
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006351	DNA-templated transcription
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006355	regulation of DNA-templated transcription
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0140110	transcription regulator activity
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006351	DNA-templated transcription
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0006355	regulation of DNA-templated transcription
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0140110	transcription regulator activity
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0043226	organelle
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005634	nucleus
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005654	nucleoplasm
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005730	nucleolus
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0005694	chromosome
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0098772	molecular function regulator activity
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0048870	cell motility
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0023052	signaling
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0000228	nuclear chromosome
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0048856	anatomical structure development
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0030154	cell differentiation
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0098542	defense response to other organism
ENSG00000169375	H_15	75369379	75455842	-14	human	75369379	75455842	GO:0002376	immune system process
