Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)
Os07g0529000	7	20691213	20693521	GO:0005488	binding	molecular_function	59
Os07g0529000	7	20691213	20693521	GO:0003824	catalytic activity	molecular_function	59
Os07g0529000	7	20691213	20693521	GO:0003674	molecular_function	molecular_function	59
Os03g0268600	3	8921424	8923437	GO:0042221	response to chemical	biological_process	59
Os03g0268600	3	8921424	8923437	GO:0009719	response to endogenous stimulus	biological_process	59
Os03g0268600	3	8921424	8923437	GO:0005575	cellular_component	cellular_component	59
Os03g0268600	3	8921424	8923437	GO:0005622	intracellular anatomical structure	cellular_component	59
Os03g0268600	3	8921424	8923437	GO:0005634	nucleus	cellular_component	59
Os03g0268600	3	8921424	8923437	GO:0005737	cytoplasm	cellular_component	59
Os03g0268600	3	8921424	8923437	GO:0005829	cytosol	cellular_component	59
Os03g0268600	3	8921424	8923437	GO:0003824	catalytic activity	molecular_function	59
Os03g0268600	3	8921424	8923437	GO:0016787	hydrolase activity	molecular_function	59
Os03g0268600	3	8921424	8923437	GO:0005515	protein binding	molecular_function	59
Os02g0125300	2	1326923	1330305	GO:0016020	membrane	cellular_component	59
Os02g0125300	2	1326923	1330305	GO:0005575	cellular_component	cellular_component	59
Os02g0125300	2	1326923	1330305	GO:0008219	cell death	biological_process	59
Os02g0125300	2	1326923	1330305	GO:0009987	cellular process	biological_process	59
Os02g0125300	2	1326923	1330305	GO:0008150	biological_process	biological_process	59
Os03g0268600	3	8921424	8923437	GO:0009987	cellular process	biological_process	59
Os03g0268600	3	8921424	8923437	GO:0008152	metabolic process	biological_process	59
Os03g0268600	3	8921424	8923437	GO:0036211	protein modification process	biological_process	59
Os03g0268600	3	8921424	8923437	GO:0019538	protein metabolic process	biological_process	59
Os11g0707100	11	28938253	28939239	GO:0005575	cellular_component	cellular_component	59
Os11g0707100	11	28938253	28939239	GO:0016020	membrane	cellular_component	59
Os03g0268600	3	8921424	8923437	GO:0009791	post-embryonic development	biological_process	59
Os11g0707100	11	28938253	28939239	GO:0009579	thylakoid	cellular_component	59
Os11g0707100	11	28938253	28939239	GO:0005737	cytoplasm	cellular_component	59
Os07g0529000	7	20691213	20693521	GO:0008150	biological_process	biological_process	59
Os07g0529000	7	20691213	20693521	GO:0009987	cellular process	biological_process	59
Os07g0529000	7	20691213	20693521	GO:0008152	metabolic process	biological_process	59
Os07g0529000	7	20691213	20693521	GO:0006091	generation of precursor metabolites and energy	biological_process	59
Os07g0529000	7	20691213	20693521	GO:0005975	carbohydrate metabolic process	biological_process	59
Os11g0707100	11	28938253	28939239	GO:0005622	intracellular anatomical structure	cellular_component	59
Os02g0630300	2	25199505	25203742	GO:0003674	molecular_function	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0006139	nucleobase-containing compound metabolic process	biological_process	58
Os06g0697200	6	29163800	29166676	GO:0005488	binding	molecular_function	58
Os02g0630300	2	25199505	25203742	GO:0005488	binding	molecular_function	58
Os04g0589800	4	29811954	29812662	GO:0008150	biological_process	biological_process	58
Os04g0589800	4	29811954	29812662	GO:0000003	reproduction	biological_process	58
Os04g0589800	4	29811954	29812662	GO:0048856	anatomical structure development	biological_process	58
Os04g0589800	4	29811954	29812662	GO:0007275	multicellular organism development	biological_process	58
Os04g0589800	4	29811954	29812662	GO:0009791	post-embryonic development	biological_process	58
Os04g0589800	4	29811954	29812662	GO:0009790	embryo development	biological_process	58
Os06g0697200	6	29163800	29166676	GO:0008152	metabolic process	biological_process	58
Os06g0697200	6	29163800	29166676	GO:0003824	catalytic activity	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0003674	molecular_function	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0003723	RNA binding	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0003676	nucleic acid binding	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0000166	nucleotide binding	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0005575	cellular_component	cellular_component	58
Os06g0697200	6	29163800	29166676	GO:0005622	intracellular anatomical structure	cellular_component	58
Os06g0697200	6	29163800	29166676	GO:0005634	nucleus	cellular_component	58
Os06g0697200	6	29163800	29166676	GO:0016787	hydrolase activity	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0008150	biological_process	biological_process	58
Os02g0630300	2	25199505	25203742	GO:0003824	catalytic activity	molecular_function	58
Os06g0697200	6	29163800	29166676	GO:0009987	cellular process	biological_process	58
Os07g0549800	7	21823012	21825223	GO:0003674	molecular_function	molecular_function	57
Os07g0549800	7	21823012	21825223	GO:0005488	binding	molecular_function	57
Os07g0549800	7	21823012	21825223	GO:0003723	RNA binding	molecular_function	57
Os07g0549800	7	21823012	21825223	GO:0003676	nucleic acid binding	molecular_function	57
Os07g0549800	7	21823012	21825223	GO:0005575	cellular_component	cellular_component	57
Os05g0200500	5	6273311	6282541	GO:0005634	nucleus	cellular_component	57
Os04g0452500	4	22582841	22592982	GO:0005575	cellular_component	cellular_component	57
Os05g0200500	5	6273311	6282541	GO:0006810	transport	biological_process	57
Os05g0200500	5	6273311	6282541	GO:0016740	transferase activity	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0003824	catalytic activity	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0005737	cytoplasm	cellular_component	57
Os04g0167875	4	4644736	4644996	GO:0003674	molecular_function	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0005622	intracellular anatomical structure	cellular_component	57
Os05g0200500	5	6273311	6282541	GO:0005575	cellular_component	cellular_component	57
Os05g0200500	5	6273311	6282541	GO:0000166	nucleotide binding	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0005488	binding	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0003674	molecular_function	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0019538	protein metabolic process	biological_process	57
Os05g0200500	5	6273311	6282541	GO:0036211	protein modification process	biological_process	57
Os05g0200500	5	6273311	6282541	GO:0008152	metabolic process	biological_process	57
Os05g0200500	5	6273311	6282541	GO:0009987	cellular process	biological_process	57
Os05g0200500	5	6273311	6282541	GO:0008150	biological_process	biological_process	57
Os04g0167875	4	4644736	4644996	GO:0003824	catalytic activity	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0007165	signal transduction	biological_process	57
Os04g0167875	4	4644736	4644996	GO:0016787	hydrolase activity	molecular_function	57
Os04g0452500	4	22582841	22592982	GO:0005488	binding	molecular_function	57
Os04g0452500	4	22582841	22592982	GO:0005515	protein binding	molecular_function	57
Os04g0452500	4	22582841	22592982	GO:0003674	molecular_function	molecular_function	57
Os04g0452500	4	22582841	22592982	GO:0006139	nucleobase-containing compound metabolic process	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0006259	DNA metabolic process	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0000003	reproduction	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0007049	cell cycle	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0016043	cellular component organization	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0008152	metabolic process	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0009987	cellular process	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0008150	biological_process	biological_process	57
Os04g0452500	4	22582841	22592982	GO:0005634	nucleus	cellular_component	57
Os04g0452500	4	22582841	22592982	GO:0005622	intracellular anatomical structure	cellular_component	57
Os05g0200500	5	6273311	6282541	GO:0016301	kinase activity	molecular_function	57
Os05g0200500	5	6273311	6282541	GO:0007154	cell communication	biological_process	57
Os05g0442400	5	21654183	21655380	GO:0005622	intracellular anatomical structure	cellular_component	56
Os06g0146800	6	2449205	2449822	GO:0005575	cellular_component	cellular_component	56
Os12g0270900	12	9821581	9823929	GO:0005622	intracellular anatomical structure	cellular_component	56
Os12g0270900	12	9821581	9823929	GO:0005575	cellular_component	cellular_component	56
Os05g0442400	5	21654183	21655380	GO:0005634	nucleus	cellular_component	56
Os05g0442400	5	21654183	21655380	GO:0005575	cellular_component	cellular_component	56
Os05g0442400	5	21654183	21655380	GO:0003677	DNA binding	molecular_function	56
Os05g0442400	5	21654183	21655380	GO:0003676	nucleic acid binding	molecular_function	56
Os05g0442400	5	21654183	21655380	GO:0005488	binding	molecular_function	56
Os05g0442400	5	21654183	21655380	GO:0003674	molecular_function	molecular_function	56
Os12g0270900	12	9821581	9823929	GO:0016740	transferase activity	molecular_function	56
Os12g0270900	12	9821581	9823929	GO:0003824	catalytic activity	molecular_function	56
Os12g0270900	12	9821581	9823929	GO:0003674	molecular_function	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0005829	cytosol	cellular_component	56
Os03g0820300	3	34424180	34425030	GO:0003676	nucleic acid binding	molecular_function	56
Os03g0820300	3	34424180	34425030	GO:0005488	binding	molecular_function	56
Os03g0820300	3	34424180	34425030	GO:0003674	molecular_function	molecular_function	56
Os12g0270900	12	9821581	9823929	GO:0005737	cytoplasm	cellular_component	56
Os04g0167900	4	4649129	4649773	GO:0003674	molecular_function	molecular_function	56
Os04g0167900	4	4649129	4649773	GO:0003824	catalytic activity	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0005622	intracellular anatomical structure	cellular_component	56
Os04g0438600	4	21812159	21816137	GO:0005488	binding	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0008289	lipid binding	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0005737	cytoplasm	cellular_component	56
Os12g0270900	12	9821581	9823929	GO:0008152	metabolic process	biological_process	56
Os12g0270900	12	9821581	9823929	GO:0009987	cellular process	biological_process	56
Os12g0270900	12	9821581	9823929	GO:0008150	biological_process	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0005575	cellular_component	cellular_component	56
Os04g0167900	4	4649129	4649773	GO:0016787	hydrolase activity	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0016043	cellular component organization	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0009987	cellular process	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0008150	biological_process	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0006810	transport	biological_process	56
Os04g0438600	4	21812159	21816137	GO:0003674	molecular_function	molecular_function	56
Os04g0438600	4	21812159	21816137	GO:0005215	transporter activity	molecular_function	56
Os06g0146800	6	2449205	2449822	GO:0016020	membrane	cellular_component	56
Os04g0438600	4	21812159	21816137	GO:0016020	membrane	cellular_component	56
Os11g0601700	11	23132812	23137537	GO:0005622	intracellular anatomical structure	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0005575	cellular_component	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0009987	cellular process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0008152	metabolic process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0009058	biosynthetic process	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0006950	response to stress	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0016043	cellular component organization	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0005829	cytosol	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005737	cytoplasm	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005634	nucleus	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005622	intracellular anatomical structure	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005575	cellular_component	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0009987	cellular process	biological_process	55
Os03g0381300	3	15118428	15121526	GO:0008150	biological_process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0005634	nucleus	cellular_component	55
Os03g0381300	3	15118428	15121526	GO:0005488	binding	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0005783	endoplasmic reticulum	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005737	cytoplasm	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0016020	membrane	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005622	intracellular anatomical structure	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0005575	cellular_component	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0000166	nucleotide binding	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0005488	binding	molecular_function	55
Os03g0381300	3	15118428	15121526	GO:0005515	protein binding	molecular_function	55
Os03g0381300	3	15118428	15121526	GO:0003674	molecular_function	molecular_function	55
Os09g0558900	9	22212492	22218155	GO:0003674	molecular_function	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0008150	biological_process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0006139	nucleobase-containing compound metabolic process	biological_process	55
Os08g0464000	8	22777141	22781266	GO:0005737	cytoplasm	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0003674	molecular_function	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0003674	molecular_function	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0005515	protein binding	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0005488	binding	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0005575	cellular_component	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005622	intracellular anatomical structure	cellular_component	55
Os11g0601700	11	23132812	23137537	GO:0003677	DNA binding	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0005829	cytosol	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0005634	nucleus	cellular_component	55
Os08g0464000	8	22777141	22781266	GO:0008150	biological_process	biological_process	55
Os08g0464000	8	22777141	22781266	GO:0009987	cellular process	biological_process	55
Os11g0601700	11	23132812	23137537	GO:0005488	binding	molecular_function	55
Os08g0464000	8	22777141	22781266	GO:0065009	regulation of molecular function	biological_process	55
Os09g0558900	9	22212492	22218155	GO:0005829	cytosol	cellular_component	55
Os09g0558900	9	22212492	22218155	GO:0003824	catalytic activity	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0005515	protein binding	molecular_function	55
Os11g0601700	11	23132812	23137537	GO:0003676	nucleic acid binding	molecular_function	55
Os10g0390900	10	12995068	13001222	GO:0008152	metabolic process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0009058	biosynthetic process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0003674	molecular_function	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0006629	lipid metabolic process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0003824	catalytic activity	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0016787	hydrolase activity	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0016043	cellular component organization	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0005575	cellular_component	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0016020	membrane	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005622	intracellular anatomical structure	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005737	cytoplasm	cellular_component	54
Os03g0265600	3	8767643	8770548	GO:0003676	nucleic acid binding	molecular_function	54
Os10g0390900	10	12995068	13001222	GO:0009987	cellular process	biological_process	54
Os10g0390900	10	12995068	13001222	GO:0008150	biological_process	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0003723	RNA binding	molecular_function	54
Os03g0265600	3	8767643	8770548	GO:0008150	biological_process	biological_process	54
Os10g0118800	10	1189829	1190703	GO:0005575	cellular_component	cellular_component	54
Os10g0118800	10	1189829	1190703	GO:0016020	membrane	cellular_component	54
Os10g0118800	10	1189829	1190703	GO:0003674	molecular_function	molecular_function	54
Os10g0391400	10	13031180	13032006	GO:0008150	biological_process	biological_process	54
Os10g0118800	10	1189829	1190703	GO:0003824	catalytic activity	molecular_function	54
Os03g0265600	3	8767643	8770548	GO:0003674	molecular_function	molecular_function	54
Os03g0265600	3	8767643	8770548	GO:0005488	binding	molecular_function	54
Os03g0265600	3	8767643	8770548	GO:0005634	nucleus	cellular_component	54
Os03g0265600	3	8767643	8770548	GO:0005622	intracellular anatomical structure	cellular_component	54
Os03g0265600	3	8767643	8770548	GO:0005575	cellular_component	cellular_component	54
Os10g0390900	10	12995068	13001222	GO:0005773	vacuole	cellular_component	54
Os08g0546300	8	27364165	27364816	GO:0008289	lipid binding	molecular_function	54
Os10g0391400	10	13031180	13032006	GO:0006950	response to stress	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0005575	cellular_component	cellular_component	54
Os03g0718800	3	29110322	29111067	GO:0003824	catalytic activity	molecular_function	54
Os03g0718800	3	29110322	29111067	GO:0016787	hydrolase activity	molecular_function	54
Os03g0718800	3	29110322	29111067	GO:0008150	biological_process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0042221	response to chemical	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0009056	catabolic process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0008152	metabolic process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0006950	response to stress	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0009987	cellular process	biological_process	54
Os03g0718800	3	29110322	29111067	GO:0019538	protein metabolic process	biological_process	54
Os03g0718800	3	29110322	29111067	GO:0008152	metabolic process	biological_process	54
Os06g0698300	6	29208089	29210889	GO:0003674	molecular_function	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0005488	binding	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0003824	catalytic activity	molecular_function	54
Os06g0698300	6	29208089	29210889	GO:0016787	hydrolase activity	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0008150	biological_process	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0005488	binding	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0005515	protein binding	molecular_function	54
Os08g0546300	8	27364165	27364816	GO:0003674	molecular_function	molecular_function	54
Os08g0546300	8	27364165	27364816	GO:0005488	binding	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0003674	molecular_function	molecular_function	54
Os08g0546400	8	27365138	27370823	GO:0005783	endoplasmic reticulum	cellular_component	54
Os08g0546400	8	27365138	27370823	GO:0005737	cytoplasm	cellular_component	54
Os08g0546400	8	27365138	27370823	GO:0005622	intracellular anatomical structure	cellular_component	54
Os08g0546400	8	27365138	27370823	GO:0019538	protein metabolic process	biological_process	54
Os03g0718800	3	29110322	29111067	GO:0003674	molecular_function	molecular_function	54
Os05g0156500	5	3305712	3307705	GO:0005515	protein binding	molecular_function	54
Os05g0156500	5	3305712	3307705	GO:0003674	molecular_function	molecular_function	54
Os10g0391400	10	13031180	13032006	GO:0005622	intracellular anatomical structure	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0005634	nucleus	cellular_component	54
Os10g0391400	10	13031180	13032006	GO:0009987	cellular process	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0007154	cell communication	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0007165	signal transduction	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0042221	response to chemical	biological_process	54
Os10g0391400	10	13031180	13032006	GO:0009719	response to endogenous stimulus	biological_process	54
Os08g0546400	8	27365138	27370823	GO:0005575	cellular_component	cellular_component	54
Os03g0265600	3	8767643	8770548	GO:0008152	metabolic process	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0006139	nucleobase-containing compound metabolic process	biological_process	54
Os03g0265600	3	8767643	8770548	GO:0009987	cellular process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0005488	binding	molecular_function	54
Os05g0156500	5	3305712	3307705	GO:0005575	cellular_component	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005622	intracellular anatomical structure	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005737	cytoplasm	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0005783	endoplasmic reticulum	cellular_component	54
Os05g0156500	5	3305712	3307705	GO:0008150	biological_process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0009987	cellular process	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0007154	cell communication	biological_process	54
Os05g0156500	5	3305712	3307705	GO:0007165	signal transduction	biological_process	54
Os04g0150300	4	3465253	3470075	GO:0016020	membrane	cellular_component	54
Os04g0150300	4	3465253	3470075	GO:0005575	cellular_component	cellular_component	54
Os09g0444900	9	16573502	16574893	GO:0016020	membrane	cellular_component	53
Os09g0444900	9	16573502	16574893	GO:0005575	cellular_component	cellular_component	53
Os01g0105800	1	306871	308842	GO:0008150	biological_process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0008152	metabolic process	biological_process	53
Os01g0105800	1	306871	308842	GO:0005739	mitochondrion	cellular_component	53
Os01g0348900	1	13903285	13904626	GO:0005488	binding	molecular_function	53
Os01g0348900	1	13903285	13904626	GO:0030246	carbohydrate binding	molecular_function	53
Os10g0537500	10	20936570	20940422	GO:0016020	membrane	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0005488	binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0003676	nucleic acid binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0003677	DNA binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0005575	cellular_component	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0005622	intracellular anatomical structure	cellular_component	53
Os01g0105800	1	306871	308842	GO:0008152	metabolic process	biological_process	53
Os06g0219500	6	6152338	6153502	GO:0009628	response to abiotic stimulus	biological_process	53
Os06g0219500	6	6152338	6153502	GO:0006950	response to stress	biological_process	53
Os06g0219500	6	6152338	6153502	GO:0008150	biological_process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0005634	nucleus	cellular_component	53
Os10g0537500	10	20936570	20940422	GO:0005575	cellular_component	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0009628	response to abiotic stimulus	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0006950	response to stress	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0005515	protein binding	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0140110	transcription regulator activity	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0003700	DNA-binding transcription factor activity	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0006139	nucleobase-containing compound metabolic process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0009058	biosynthetic process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0009987	cellular process	biological_process	53
Os10g0419300	10	14746572	14750175	GO:0008150	biological_process	biological_process	53
Os01g0348900	1	13903285	13904626	GO:0003674	molecular_function	molecular_function	53
Os10g0419300	10	14746572	14750175	GO:0005737	cytoplasm	cellular_component	53
Os01g0105800	1	306871	308842	GO:0005737	cytoplasm	cellular_component	53
Os01g0105800	1	306871	308842	GO:0005622	intracellular anatomical structure	cellular_component	53
Os10g0419300	10	14746572	14750175	GO:0003674	molecular_function	molecular_function	53
Os01g0105800	1	306871	308842	GO:0019538	protein metabolic process	biological_process	53
Os01g0105800	1	306871	308842	GO:0009987	cellular process	biological_process	53
Os01g0105800	1	306871	308842	GO:0016043	cellular component organization	biological_process	53
Os01g0105800	1	306871	308842	GO:0003674	molecular_function	molecular_function	53
Os01g0105800	1	306871	308842	GO:0005575	cellular_component	cellular_component	53
Os01g0105800	1	306871	308842	GO:0005198	structural molecule activity	molecular_function	53
Os01g0105800	1	306871	308842	GO:0005488	binding	molecular_function	53
Os08g0117900	8	984069	987922	GO:0005886	plasma membrane	cellular_component	52
Os01g0901600	1	39257838	39261362	GO:0019748	secondary metabolic process	biological_process	52
Os01g0901600	1	39257838	39261362	GO:0008152	metabolic process	biological_process	52
Os01g0901600	1	39257838	39261362	GO:0009987	cellular process	biological_process	52
Os01g0901600	1	39257838	39261362	GO:0008150	biological_process	biological_process	52
Os01g0901600	1	39257838	39261362	GO:0000166	nucleotide binding	molecular_function	52
Os08g0117900	8	984069	987922	GO:0016020	membrane	cellular_component	52
Os08g0117900	8	984069	987922	GO:0005575	cellular_component	cellular_component	52
Os01g0901600	1	39257838	39261362	GO:0003824	catalytic activity	molecular_function	52
Os07g0628500	7	26039699	26042226	GO:0006139	nucleobase-containing compound metabolic process	biological_process	52
Os07g0628500	7	26039699	26042226	GO:0009058	biosynthetic process	biological_process	52
Os07g0628500	7	26039699	26042226	GO:0008152	metabolic process	biological_process	52
Os07g0628500	7	26039699	26042226	GO:0009987	cellular process	biological_process	52
Os07g0628500	7	26039699	26042226	GO:0008150	biological_process	biological_process	52
Os07g0628500	7	26039699	26042226	GO:0005515	protein binding	molecular_function	52
Os07g0628500	7	26039699	26042226	GO:0005634	nucleus	cellular_component	52
Os07g0628500	7	26039699	26042226	GO:0005622	intracellular anatomical structure	cellular_component	52
Os07g0628500	7	26039699	26042226	GO:0005575	cellular_component	cellular_component	52
Os10g0164500	10	4445399	4466927	GO:0003674	molecular_function	molecular_function	52
Os07g0628500	7	26039699	26042226	GO:0003677	DNA binding	molecular_function	52
Os07g0628500	7	26039699	26042226	GO:0003676	nucleic acid binding	molecular_function	52
Os01g0901600	1	39257838	39261362	GO:0005488	binding	molecular_function	52
Os01g0719100	1	29965312	29970765	GO:0009056	catabolic process	biological_process	52
Os01g0901600	1	39257838	39261362	GO:0003674	molecular_function	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0003674	molecular_function	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0005515	protein binding	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0005488	binding	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0008150	biological_process	biological_process	52
Os08g0500700	8	24719203	24723184	GO:0006950	response to stress	biological_process	52
Os08g0500700	8	24719203	24723184	GO:0009628	response to abiotic stimulus	biological_process	52
Os08g0500700	8	24719203	24723184	GO:0009987	cellular process	biological_process	52
Os08g0500700	8	24719203	24723184	GO:0000166	nucleotide binding	molecular_function	52
Os01g0719100	1	29965312	29970765	GO:0008150	biological_process	biological_process	52
Os01g0719100	1	29965312	29970765	GO:0008152	metabolic process	biological_process	52
Os01g0719100	1	29965312	29970765	GO:0036211	protein modification process	biological_process	52
Os01g0719100	1	29965312	29970765	GO:0019538	protein metabolic process	biological_process	52
Os01g0719100	1	29965312	29970765	GO:0005575	cellular_component	cellular_component	52
Os01g0719100	1	29965312	29970765	GO:0005622	intracellular anatomical structure	cellular_component	52
Os01g0719100	1	29965312	29970765	GO:0005634	nucleus	cellular_component	52
Os06g0172800	6	3675795	3679085	GO:0003674	molecular_function	molecular_function	52
Os01g0719100	1	29965312	29970765	GO:0005488	binding	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0005575	cellular_component	cellular_component	52
Os08g0500700	8	24719203	24723184	GO:0005886	plasma membrane	cellular_component	52
Os08g0500700	8	24719203	24723184	GO:0016020	membrane	cellular_component	52
Os08g0500700	8	24719203	24723184	GO:0005622	intracellular anatomical structure	cellular_component	52
Os01g0719100	1	29965312	29970765	GO:0003824	catalytic activity	molecular_function	52
Os01g0719100	1	29965312	29970765	GO:0016740	transferase activity	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0005737	cytoplasm	cellular_component	52
Os08g0500700	8	24719203	24723184	GO:0005829	cytosol	cellular_component	52
Os08g0500700	8	24719203	24723184	GO:0003824	catalytic activity	molecular_function	52
Os08g0500700	8	24719203	24723184	GO:0016787	hydrolase activity	molecular_function	52
Os01g0719100	1	29965312	29970765	GO:0009987	cellular process	biological_process	52
Os01g0719100	1	29965312	29970765	GO:0003674	molecular_function	molecular_function	52
Os07g0628500	7	26039699	26042226	GO:0003674	molecular_function	molecular_function	52
Os06g0172800	6	3675795	3679085	GO:0003824	catalytic activity	molecular_function	52
Os06g0172800	6	3675795	3679085	GO:0008150	biological_process	biological_process	52
Os09g0526600	9	20591252	20595143	GO:0005575	cellular_component	cellular_component	52
Os09g0526600	9	20591252	20595143	GO:0140110	transcription regulator activity	molecular_function	52
